Wavelength,Intensity0
309.91234,1062
309.94876,1070
309.98518,1054
310.0216,1054
310.05802,1058
310.09444,1060
310.13086,1054
310.16728,1056
310.2037,1062
310.24012,1072
310.27654,1070
310.31296,1080
310.34938,1070
310.3858,1056
310.42222,1058
310.45864,1064
310.49506,1058
310.53148,1062
310.5679,1072
310.60432,1064
310.64074,1074
310.67716,1068
310.71358,1054
310.75,1060
310.78642,1054
310.82284,1066
310.85926,1058
310.89568,1054
310.9321,1070
310.96852,1052
311.00494,1060
311.04136,1078
311.07778,1060
311.1142,1070
311.15062,1068
311.18704,1072
311.22346,1062
311.25988,1068
311.2963,1056
311.33272,1068
311.36914,1074
311.40556,1062
311.44198,1072
311.4784,1062
311.51482,1066
311.55124,1072
311.58766,1062
311.62408,1066
311.6605,1054
311.69692,1076
311.73334,1074
311.76976,1058
311.80618,1054
311.8426,1072
311.87902,1082
311.91544,1086
311.95186,1066
311.98828,1070
312.0247,1064
312.06112,1068
312.09754,1074
312.13396,1070
312.17038,1060
312.2068,1070
312.24322,1062
312.27964,1072
312.31606,1058
312.35248,1052
312.3889,1060
312.42532,1068
312.46174,1060
312.49816,1076
312.53458,1070
312.571,1064
312.60742,1068
312.64384,1066
312.68026,1058
312.71668,1070
312.7531,1058
312.78952,1064
312.82594,1070
312.86236,1060
312.89878,1062
312.9352,1072
312.97162,1072
313.00804,1070
313.04446,1066
313.08088,1062
313.1173,1078
313.15372,1062
313.19014,1066
313.22656,1070
313.26298,1076
313.2994,1058
313.33582,1072
313.37224,1084
313.40866,1064
313.44508,1070
313.4815,1060
313.51792,1068
313.55434,1050
313.59076,1066
313.62718,1064
313.6636,1068
313.70002,1068
313.73644,1068
313.77286,1082
313.80928,1062
313.8457,1074
313.88212,1066
313.91854,1062
313.95496,1060
313.99138,1064
314.0278,1064
314.06422,1066
314.10064,1084
314.13706,1066
314.17348,1054
314.2099,1066
314.24632,1070
314.28274,1062
314.31916,1064
314.35558,1066
314.392,1070
314.42842,1064
314.46484,1062
314.50126,1066
314.53768,1056
314.5741,1068
314.61052,1074
314.64694,1072
314.68336,1060
314.71978,1072
314.7562,1078
314.79262,1070
314.82904,1060
314.86546,1058
314.90188,1068
314.9383,1066
314.97472,1064
315.01114,1058
315.04756,1056
315.08398,1076
315.1204,1062
315.15682,1066
315.19324,1056
315.22966,1058
315.26608,1066
315.3025,1060
315.33892,1074
315.37534,1068
315.41176,1072
315.44818,1068
315.4846,1064
315.52102,1066
315.55744,1066
315.59386,1072
315.63028,1072
315.6667,1070
315.70312,1058
315.73954,1060
315.77596,1060
315.81238,1074
315.8488,1056
315.88522,1058
315.92164,1074
315.95806,1064
315.99448,1060
316.0309,1064
316.06732,1062
316.10374,1072
316.14016,1058
316.17658,1068
316.213,1080
316.24942,1062
316.28584,1072
316.32226,1064
316.35868,1058
316.3951,1064
316.43152,1066
316.46794,1062
316.50436,1066
316.54078,1066
316.5772,1070
316.61362,1068
316.65004,1062
316.68646,1060
316.72288,1058
316.7593,1060
316.79572,1062
316.83214,1066
316.86856,1070
316.90498,1064
316.9414,1076
316.97782,1074
317.01424,1072
317.05066,1070
317.08708,1074
317.1235,1062
317.15992,1064
317.19634,1062
317.23276,1060
317.26918,1068
317.3056,1058
317.34202,1062
317.37844,1058
317.41486,1066
317.45128,1062
317.4877,1072
317.52412,1070
317.56054,1064
317.59696,1056
317.63338,1060
317.6698,1072
317.70622,1082
317.74264,1074
317.77906,1058
317.81548,1052
317.8519,1066
317.88832,1082
317.92474,1068
317.96116,1058
317.99758,1064
318.034,1066
318.07042,1070
318.10684,1086
318.14326,1078
318.17968,1066
318.2161,1076
318.25252,1060
318.28894,1062
318.32536,1066
318.36178,1062
318.3982,1062
318.43462,1062
318.47104,1056
318.50746,1054
318.54388,1066
318.5803,1060
318.61672,1062
318.65314,1064
318.68956,1086
318.72598,1072
318.7624,1072
318.79882,1068
318.83524,1060
318.87166,1070
318.90808,1078
318.9445,1074
318.98092,1074
319.01734,1072
319.05376,1072
319.09018,1066
319.1266,1076
319.16302,1062
319.19944,1066
319.23586,1068
319.27228,1066
319.3087,1078
319.34512,1070
319.38154,1066
319.41796,1062
319.45438,1062
319.4908,1062
319.52722,1070
319.56364,1068
319.60006,1066
319.63648,1062
319.6729,1072
319.70932,1064
319.74574,1064
319.78216,1070
319.81858,1066
319.855,1056
319.89142,1068
319.92784,1060
319.96426,1060
320.00068,1074
320.0371,1066
320.07352,1072
320.10994,1070
320.14636,1066
320.18278,1064
320.2192,1062
320.25562,1064
320.29204,1062
320.32846,1070
320.36488,1064
320.4013,1064
320.43772,1078
320.47414,1054
320.51056,1060
320.54698,1064
320.5834,1062
320.61982,1062
320.65624,1078
320.69266,1066
320.72908,1068
320.7655,1058
320.80192,1076
320.83834,1066
320.87476,1058
320.91118,1058
320.9476,1060
320.98402,1070
321.02044,1070
321.05686,1064
321.09328,1062
321.1297,1064
321.16612,1072
321.20254,1060
321.23896,1072
321.27538,1072
321.3118,1066
321.34822,1052
321.38464,1068
321.42106,1062
321.45748,1058
321.4939,1066
321.53032,1066
321.56674,1074
321.60316,1056
321.63958,1058
321.676,1060
321.71242,1072
321.74884,1076
321.78526,1068
321.82168,1070
321.8581,1066
321.89452,1066
321.93094,1054
321.96736,1072
322.00378,1070
322.0402,1084
322.07662,1060
322.11304,1058
322.14946,1070
322.18588,1058
322.2223,1064
322.25872,1072
322.29514,1062
322.33156,1058
322.36798,1078
322.4044,1068
322.44082,1058
322.47724,1074
322.51366,1068
322.55008,1052
322.5865,1066
322.62292,1064
322.65934,1068
322.69576,1068
322.73218,1062
322.7686,1072
322.80502,1068
322.84144,1072
322.87786,1060
322.91428,1068
322.9507,1072
322.98712,1072
323.02354,1066
323.05996,1054
323.09638,1054
323.1328,1066
323.16922,1066
323.20564,1060
323.24206,1068
323.27848,1070
323.3149,1064
323.35132,1066
323.38774,1072
323.42416,1070
323.46058,1060
323.497,1062
323.53342,1066
323.56984,1084
323.60626,1052
323.64268,1064
323.6791,1076
323.71552,1072
323.75194,1068
323.78836,1058
323.82478,1068
323.8612,1072
323.89762,1072
323.93404,1066
323.97046,1066
324.00688,1066
324.0433,1068
324.07972,1056
324.11614,1062
324.15256,1078
324.18898,1068
324.2254,1068
324.26182,1066
324.29824,1060
324.33466,1072
324.37108,1076
324.4075,1062
324.44392,1066
324.48034,1072
324.51676,1070
324.55318,1062
324.5896,1072
324.62602,1072
324.66244,1070
324.69886,1068
324.73528,1066
324.7717,1070
324.80812,1064
324.84454,1066
324.88096,1072
324.91738,1068
324.9538,1066
324.99022,1066
325.02664,1066
325.06306,1066
325.09948,1064
325.1359,1064
325.17232,1070
325.20874,1062
325.24516,1066
325.28158,1062
325.318,1058
325.35442,1058
325.39084,1066
325.42726,1058
325.46368,1066
325.5001,1062
325.53652,1064
325.57294,1066
325.60936,1062
325.64578,1058
325.6822,1064
325.71862,1058
325.75504,1074
325.79146,1054
325.82788,1056
325.8643,1066
325.90072,1066
325.93714,1062
325.97356,1068
326.00998,1062
326.0464,1068
326.08282,1052
326.11924,1078
326.15566,1070
326.19208,1058
326.2285,1066
326.26492,1056
326.30134,1076
326.33776,1066
326.37418,1074
326.4106,1052
326.44702,1060
326.48344,1054
326.51986,1064
326.55628,1066
326.5927,1072
326.62912,1058
326.66554,1054
326.70196,1070
326.73838,1066
326.7748,1070
326.81122,1062
326.84764,1064
326.88406,1066
326.92048,1066
326.9569,1062
326.99332,1068
327.02974,1060
327.06616,1062
327.10258,1070
327.139,1062
327.17542,1078
327.21184,1072
327.24826,1058
327.28468,1068
327.3211,1066
327.35752,1066
327.39394,1056
327.43036,1068
327.46678,1062
327.5032,1058
327.53962,1054
327.57604,1058
327.61246,1072
327.64888,1056
327.6853,1064
327.72172,1058
327.75814,1086
327.79456,1070
327.83098,1068
327.8674,1070
327.90382,1060
327.94024,1058
327.97666,1060
328.01308,1058
328.0495,1064
328.08592,1070
328.12234,1058
328.15876,1058
328.19518,1066
328.2316,1066
328.26802,1064
328.30444,1056
328.34086,1074
328.37728,1058
328.4137,1060
328.45012,1056
328.48654,1054
328.52296,1056
328.55938,1064
328.5958,1066
328.63222,1058
328.66864,1056
328.70506,1072
328.74148,1064
328.7779,1062
328.81432,1050
328.85074,1068
328.88716,1064
328.92358,1070
328.96,1066
328.99642,1068
329.03284,1070
329.06926,1074
329.10568,1074
329.1421,1062
329.17852,1058
329.21494,1058
329.25136,1066
329.28778,1052
329.3242,1054
329.36062,1058
329.39704,1074
329.43346,1062
329.46988,1070
329.5063,1058
329.54272,1070
329.57914,1056
329.61556,1062
329.65198,1062
329.6884,1058
329.72482,1066
329.76124,1058
329.79766,1066
329.83408,1058
329.8705,1052
329.90692,1058
329.94334,1062
329.97976,1056
330.01618,1068
330.0526,1054
330.08902,1054
330.12544,1062
330.16186,1070
330.19828,1058
330.2347,1054
330.27112,1066
330.30754,1066
330.34396,1056
330.38038,1060
330.4168,1064
330.45322,1054
330.48964,1056
330.52606,1054
330.56248,1050
330.5989,1064
330.63532,1054
330.67174,1058
330.70816,1050
330.74458,1056
330.781,1054
330.81742,1062
330.85384,1060
330.89026,1062
330.92668,1066
330.9631,1068
330.99952,1060
331.03594,1048
331.07236,1062
331.10878,1056
331.1452,1064
331.18162,1058
331.21804,1060
331.25446,1058
331.29088,1074
331.3273,1070
331.36372,1062
331.40014,1068
331.43656,1054
331.47298,1058
331.5094,1058
331.54582,1060
331.58224,1058
331.61866,1062
331.65508,1054
331.6915,1054
331.72792,1046
331.76434,1054
331.80076,1060
331.83718,1052
331.8736,1068
331.91002,1060
331.94644,1064
331.98286,1062
332.01928,1050
332.0557,1050
332.09212,1064
332.12854,1064
332.16496,1058
332.20138,1056
332.2378,1058
332.27422,1050
332.31064,1060
332.34706,1066
332.38348,1056
332.4199,1058
332.45632,1068
332.49274,1060
332.52916,1048
332.56558,1058
332.602,1062
332.63842,1056
332.67484,1056
332.71126,1054
332.74768,1058
332.7841,1062
332.82052,1056
332.85694,1056
332.89336,1070
332.92978,1066
332.9662,1058
333.00262,1058
333.03904,1072
333.07546,1062
333.11188,1062
333.1483,1060
333.18472,1064
333.22114,1054
333.25756,1058
333.29398,1048
333.3304,1054
333.36682,1056
333.40324,1066
333.43966,1054
333.47608,1054
333.5125,1062
333.54892,1056
333.58534,1056
333.62176,1050
333.65818,1048
333.6946,1056
333.73102,1056
333.76744,1052
333.80386,1062
333.84028,1066
333.8767,1056
333.91312,1064
333.94954,1060
333.98596,1060
334.02238,1058
334.0588,1056
334.09522,1056
334.13164,1062
334.16806,1074
334.20448,1064
334.2409,1058
334.27732,1052
334.31374,1066
334.35016,1064
334.38658,1050
334.423,1052
334.45942,1070
334.49584,1070
334.53226,1052
334.56868,1052
334.6051,1050
334.64152,1058
334.67794,1074
334.71436,1062
334.75078,1054
334.7872,1056
334.82362,1056
334.86004,1060
334.89646,1058
334.93288,1062
334.9693,1064
335.00572,1058
335.04214,1056
335.07856,1050
335.11498,1058
335.1514,1066
335.18782,1048
335.22424,1048
335.26066,1068
335.29708,1058
335.3335,1054
335.36992,1058
335.40634,1066
335.44276,1058
335.47918,1060
335.5156,1060
335.55202,1058
335.58844,1064
335.62486,1064
335.66128,1062
335.6977,1058
335.73412,1056
335.77054,1052
335.80696,1058
335.84338,1056
335.8798,1056
335.91622,1064
335.95264,1050
335.98906,1064
336.02548,1052
336.0619,1054
336.09832,1062
336.13474,1058
336.17116,1062
336.20758,1048
336.244,1060
336.28042,1050
336.31684,1060
336.35326,1054
336.38968,1064
336.4261,1050
336.46252,1052
336.49894,1056
336.53536,1058
336.57178,1054
336.6082,1054
336.64462,1054
336.68104,1060
336.71746,1060
336.75388,1050
336.7903,1050
336.82672,1066
336.86386,1060
336.90028,1062
336.9367,1064
336.97312,1064
337.00954,1060
337.04596,1056
337.08238,1060
337.1188,1060
337.15522,1066
337.19164,1052
337.22806,1060
337.26448,1058
337.3009,1062
337.33732,1052
337.37374,1056
337.41016,1054
337.44658,1048
337.483,1064
337.51942,1058
337.55584,1054
337.59226,1056
337.62868,1078
337.6651,1058
337.70152,1058
337.73794,1060
337.77436,1056
337.81078,1054
337.8472,1054
337.88362,1062
337.92004,1060
337.95646,1056
337.99288,1068
338.0293,1054
338.06572,1058
338.10214,1064
338.13856,1058
338.17498,1064
338.2114,1054
338.24782,1046
338.28424,1064
338.32066,1050
338.35708,1058
338.3935,1060
338.42992,1072
338.46634,1060
338.50276,1062
338.53918,1054
338.5756,1060
338.61202,1064
338.64844,1054
338.68486,1056
338.72128,1052
338.7577,1056
338.79412,1056
338.83054,1050
338.86696,1058
338.90338,1058
338.9398,1052
338.97622,1060
339.01264,1054
339.04906,1050
339.08548,1050
339.1219,1074
339.15832,1056
339.19474,1072
339.23116,1068
339.26758,1058
339.304,1066
339.34042,1060
339.37684,1058
339.41326,1064
339.44968,1056
339.4861,1048
339.52252,1060
339.55894,1056
339.59536,1060
339.63178,1060
339.6682,1060
339.70462,1052
339.74104,1062
339.77746,1062
339.81388,1052
339.8503,1052
339.88672,1054
339.92314,1064
339.95956,1066
339.99598,1054
340.0324,1058
340.06882,1066
340.10524,1058
340.14166,1058
340.17808,1066
340.2145,1056
340.25092,1058
340.28734,1064
340.32376,1066
340.36018,1054
340.3966,1058
340.43302,1066
340.46944,1062
340.50586,1056
340.54228,1066
340.5787,1066
340.61512,1056
340.65154,1054
340.68796,1064
340.72438,1064
340.7608,1056
340.79722,1060
340.83364,1052
340.87006,1062
340.90648,1054
340.9429,1054
340.97932,1058
341.01574,1064
341.05216,1050
341.08858,1064
341.125,1060
341.16142,1058
341.19784,1060
341.23426,1062
341.27068,1062
341.3071,1054
341.34352,1058
341.37994,1066
341.41636,1058
341.45278,1054
341.4892,1062
341.52562,1058
341.56204,1062
341.59846,1062
341.63488,1054
341.6713,1064
341.70772,1062
341.74414,1060
341.78056,1074
341.81698,1054
341.8534,1064
341.88982,1052
341.92624,1056
341.96266,1056
341.99908,1050
342.0355,1056
342.07192,1064
342.10834,1058
342.14476,1062
342.18118,1060
342.2176,1052
342.25402,1062
342.29044,1052
342.32686,1062
342.36328,1046
342.3997,1060
342.43612,1060
342.47254,1052
342.50896,1060
342.54538,1060
342.5818,1070
342.61822,1060
342.65464,1058
342.69106,1056
342.72748,1058
342.7639,1058
342.80032,1056
342.83674,1056
342.87316,1060
342.90958,1062
342.946,1066
342.98242,1064
343.01884,1054
343.05526,1052
343.09168,1056
343.1281,1060
343.16452,1070
343.20094,1058
343.23736,1060
343.27378,1068
343.3102,1068
343.34662,1076
343.38304,1064
343.41946,1054
343.45588,1060
343.4923,1040
343.52872,1060
343.56514,1074
343.60156,1064
343.63798,1060
343.6744,1064
343.71082,1056
343.74724,1062
343.78366,1070
343.82008,1056
343.8565,1054
343.89292,1064
343.92934,1058
343.96576,1070
344.00218,1062
344.0386,1054
344.07502,1054
344.11144,1066
344.14786,1054
344.18428,1056
344.2207,1066
344.25712,1062
344.29354,1054
344.32996,1058
344.36638,1058
344.4028,1068
344.43922,1056
344.47564,1062
344.51206,1062
344.54848,1072
344.5849,1062
344.62132,1060
344.65774,1070
344.69416,1056
344.73058,1064
344.767,1060
344.80342,1052
344.83984,1060
344.87626,1060
344.91268,1064
344.9491,1064
344.98552,1052
345.02194,1060
345.05836,1062
345.09478,1066
345.1312,1060
345.16762,1052
345.20404,1068
345.24046,1058
345.27688,1062
345.3133,1066
345.34972,1058
345.38614,1050
345.42256,1062
345.45898,1060
345.4954,1056
345.53182,1054
345.56824,1078
345.60466,1068
345.64108,1070
345.6775,1062
345.71392,1068
345.75034,1058
345.78676,1050
345.82318,1062
345.8596,1056
345.89602,1064
345.93244,1062
345.96886,1070
346.00528,1064
346.0417,1056
346.07812,1064
346.11454,1080
346.15096,1064
346.18738,1056
346.2238,1054
346.26022,1062
346.29664,1064
346.33306,1066
346.36948,1056
346.4059,1062
346.44232,1062
346.47874,1068
346.51516,1048
346.55158,1060
346.588,1062
346.62442,1068
346.66084,1054
346.69726,1062
346.73368,1056
346.7701,1062
346.80652,1060
346.84294,1062
346.87936,1050
346.91578,1062
346.9522,1060
346.98862,1060
347.02504,1062
347.06146,1060
347.09788,1066
347.1343,1072
347.17072,1076
347.20714,1058
347.24356,1060
347.27998,1060
347.3164,1076
347.35282,1058
347.38924,1060
347.42566,1066
347.46208,1060
347.4985,1066
347.53492,1068
347.57134,1066
347.60776,1064
347.64418,1064
347.6806,1060
347.71702,1068
347.75344,1062
347.78986,1064
347.82628,1054
347.8627,1056
347.89912,1064
347.93554,1076
347.97196,1068
348.00838,1064
348.0448,1060
348.08122,1066
348.11764,1070
348.15406,1052
348.19048,1046
348.2269,1060
348.26332,1068
348.29974,1052
348.33616,1076
348.37258,1066
348.409,1062
348.44542,1066
348.48184,1076
348.51826,1054
348.55468,1064
348.5911,1066
348.62752,1058
348.66394,1060
348.70036,1066
348.73678,1070
348.7732,1060
348.80962,1064
348.84604,1066
348.88246,1064
348.91888,1062
348.9553,1064
348.99172,1072
349.02814,1050
349.06456,1062
349.10098,1058
349.1374,1066
349.17382,1082
349.21024,1076
349.24666,1068
349.28308,1068
349.3195,1058
349.35592,1062
349.39234,1070
349.42876,1062
349.46518,1058
349.5016,1052
349.53802,1054
349.57444,1076
349.61086,1060
349.64728,1072
349.6837,1064
349.72012,1056
349.75654,1060
349.79296,1068
349.82938,1070
349.8658,1052
349.90222,1078
349.93864,1074
349.97506,1070
350.01148,1074
350.0479,1068
350.08432,1070
350.12074,1058
350.15716,1060
350.19358,1074
350.23,1066
350.26642,1068
350.30284,1070
350.33926,1064
350.37568,1068
350.4121,1066
350.44852,1060
350.48494,1064
350.52136,1062
350.55778,1074
350.5942,1060
350.63062,1066
350.66704,1076
350.70346,1070
350.73988,1070
350.7763,1066
350.81272,1066
350.84914,1056
350.88556,1064
350.92198,1064
350.9584,1082
350.99482,1070
351.03124,1070
351.06766,1076
351.10408,1054
351.1405,1070
351.17692,1074
351.21334,1068
351.24976,1054
351.28618,1070
351.3226,1062
351.35902,1066
351.39544,1064
351.43186,1050
351.46828,1062
351.5047,1070
351.54112,1064
351.57754,1068
351.61396,1070
351.65038,1078
351.6868,1060
351.72322,1070
351.75964,1064
351.79606,1062
351.83248,1054
351.8689,1054
351.90532,1070
351.94174,1064
351.97816,1066
352.01458,1072
352.051,1076
352.08742,1070
352.12384,1070
352.16026,1056
352.19668,1070
352.2331,1068
352.26952,1064
352.30594,1064
352.34236,1066
352.37878,1060
352.4152,1062
352.45162,1064
352.48804,1066
352.52446,1062
352.56088,1078
352.5973,1064
352.63372,1066
352.67014,1064
352.70656,1070
352.74298,1068
352.7794,1072
352.81582,1052
352.85224,1064
352.88866,1062
352.92508,1060
352.9615,1064
352.99792,1066
353.03434,1062
353.07076,1062
353.10718,1064
353.1436,1062
353.18002,1070
353.21644,1068
353.25286,1082
353.28928,1058
353.3257,1072
353.36212,1060
353.39854,1062
353.43496,1060
353.47138,1066
353.5078,1082
353.54422,1062
353.58064,1060
353.61706,1064
353.65348,1068
353.6899,1070
353.72632,1072
353.76274,1076
353.79916,1060
353.83558,1062
353.872,1070
353.90842,1062
353.94484,1060
353.98126,1062
354.01768,1058
354.0541,1058
354.09052,1080
354.12694,1072
354.16336,1070
354.19978,1064
354.2362,1074
354.27262,1066
354.30904,1062
354.34546,1066
354.38188,1076
354.4183,1080
354.45472,1068
354.49114,1072
354.52756,1064
354.56398,1070
354.6004,1066
354.63682,1060
354.67324,1066
354.70966,1072
354.74608,1060
354.7825,1068
354.81892,1072
354.85534,1068
354.89176,1070
354.92818,1064
354.9646,1074
355.00102,1078
355.03744,1070
355.07386,1056
355.11028,1060
355.1467,1056
355.18312,1070
355.21954,1068
355.25596,1074
355.29238,1064
355.3288,1062
355.36522,1054
355.40164,1066
355.43806,1062
355.47448,1064
355.5109,1062
355.54732,1060
355.58374,1054
355.62016,1060
355.65658,1066
355.693,1068
355.72942,1060
355.76584,1052
355.80226,1072
355.83868,1064
355.8751,1072
355.91152,1056
355.94794,1060
355.98436,1076
356.02078,1070
356.0572,1074
356.09362,1078
356.13004,1066
356.16646,1060
356.20288,1084
356.2393,1068
356.27572,1058
356.31214,1054
356.34856,1068
356.38498,1060
356.4214,1064
356.45782,1060
356.49424,1066
356.53066,1064
356.56708,1064
356.6035,1080
356.63992,1064
356.67634,1070
356.71276,1074
356.74918,1068
356.7856,1070
356.82202,1074
356.85844,1064
356.89486,1062
356.93128,1064
356.9677,1072
357.00412,1060
357.04054,1058
357.07696,1072
357.11338,1064
357.1498,1070
357.18622,1066
357.22264,1064
357.25906,1060
357.29548,1058
357.3319,1070
357.36832,1066
357.40474,1072
357.44116,1054
357.47758,1068
357.514,1052
357.55042,1062
357.58684,1062
357.62326,1066
357.65968,1074
357.6961,1060
357.73252,1072
357.76894,1068
357.80536,1064
357.84178,1068
357.8782,1064
357.91462,1066
357.95104,1086
357.98746,1058
358.02388,1066
358.0603,1060
358.09672,1064
358.13314,1062
358.16956,1070
358.20598,1060
358.2424,1056
358.27882,1066
358.31524,1072
358.35166,1068
358.38808,1064
358.4245,1064
358.46092,1066
358.49734,1062
358.53376,1066
358.57018,1066
358.6066,1070
358.64302,1062
358.67944,1060
358.71586,1060
358.75228,1058
358.7887,1066
358.82512,1072
358.86154,1058
358.89796,1066
358.93438,1062
358.9708,1068
359.00722,1070
359.04364,1072
359.08006,1066
359.11648,1066
359.1529,1054
359.18932,1056
359.22574,1074
359.26216,1066
359.29858,1060
359.335,1060
359.37142,1076
359.40784,1060
359.44426,1056
359.48068,1062
359.5171,1062
359.55352,1066
359.58994,1060
359.62636,1058
359.66278,1076
359.6992,1074
359.73562,1064
359.77204,1070
359.80846,1056
359.84488,1060
359.8813,1074
359.91772,1066
359.95414,1064
359.99056,1062
360.02698,1062
360.0634,1068
360.09982,1064
360.13624,1058
360.17266,1066
360.20908,1064
360.2455,1064
360.28192,1072
360.31834,1070
360.35476,1054
360.39118,1050
360.4276,1068
360.46402,1066
360.50044,1060
360.53686,1058
360.57328,1052
360.6097,1066
360.64612,1048
360.68254,1060
360.71896,1068
360.75538,1064
360.7918,1060
360.82822,1068
360.86464,1072
360.90106,1064
360.93748,1064
360.9739,1066
361.01032,1074
361.04674,1074
361.08316,1074
361.11958,1062
361.156,1076
361.19242,1066
361.22884,1062
361.26526,1064
361.30168,1058
361.3381,1074
361.37452,1062
361.41094,1054
361.44736,1060
361.48378,1076
361.5202,1068
361.55662,1058
361.59304,1064
361.62946,1068
361.66588,1062
361.7023,1060
361.73872,1058
361.77514,1058
361.81156,1066
361.84798,1056
361.8844,1056
361.92082,1072
361.95724,1068
361.99366,1070
362.03008,1066
362.0665,1064
362.10292,1070
362.13934,1064
362.17576,1064
362.21218,1062
362.2486,1074
362.28502,1058
362.32144,1062
362.35786,1062
362.39428,1060
362.4307,1060
362.46712,1064
362.50354,1072
362.53996,1064
362.57638,1066
362.6128,1068
362.64922,1056
362.68564,1056
362.72206,1068
362.75848,1062
362.7949,1064
362.83132,1062
362.86774,1060
362.90416,1070
362.94058,1058
362.977,1066
363.01342,1062
363.04984,1060
363.08626,1060
363.12268,1066
363.1591,1062
363.19552,1068
363.23194,1054
